역번호,역사명,노선번호,노선명,영문역사명,한자역사명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,역사전화번호,데이터기준일자,제공기관코드,제공기관명
114,초량역,S2601,부산도시철도 1호선,Choryang,草梁,일반역,,,35.121168,129.043039,부산교통공사,부산광역시 동구 중앙대로 지하 264,051-678-6114,2019-05-20,B551542,부산교통공사
119,평동역,S2901,광주도시철도 1호선,Pyeongdong,平洞,일반역,,,35.1245829,126.769586,광주광역시 도시철도공사,광주광역시 광산구 평동로 870(월전동),062-604-8590,2021-03-09,B551232,광주광역시도시철도공사
113,부산역,S2601,부산도시철도 1호선,Busan Station,釜山驛,일반역,,,35.115224,129.039700,부산교통공사,부산광역시 동구 중앙대로 지하 200,051-678-6113,2019-05-20,B551542,부산교통공사
112,중앙역,S2601,부산도시철도 1호선,Jungang,中央,일반역,,,35.103837,129.036371,부산교통공사,부산광역시 중구 중앙대로 지하 83,051-678-6112,2019-05-20,B551542,부산교통공사
111,남포역,S2601,부산도시철도 1호선,Nampo,南浦,일반역,,,35.097953,129.034869,부산교통공사,부산광역시 중구 구덕로 지하 12,051-678-6111,2019-05-20,B551542,부산교통공사
110,자갈치역,S2601,부산도시철도 1호선,Jagalchi,札其,일반역,,,35.097372,129.026670,부산교통공사,부산광역시 중구 구덕로 지하 80,051-678-6110,2019-05-20,B551542,부산교통공사
109,토성역,S2601,부산도시철도 1호선,Toseong,土城,일반역,,,35.100727,129.019776,부산교통공사,부산광역시 서구 구덕로 지하 170,051-678-6109,2019-05-20,B551542,부산교통공사
108,동대신역,S2601,부산도시철도 1호선,Dongdaesin,東大新,일반역,,,35.110452,129.017684,부산교통공사,부산광역시 서구 구덕로 지하 290,051-678-6108,2019-05-20,B551542,부산교통공사
107,서대신역,S2601,부산도시철도 1호선,Seodaesin,西大新,일반역,,,35.110937,129.012178,부산교통공사,부산광역시 서구 대영로 지하 1,051-678-6107,2019-05-20,B551542,부산교통공사
106,대티역,S2601,부산도시철도 1호선,Daeti,大峙,일반역,,,35.103126,128.999936,부산교통공사,부산광역시 사하구 낙동대로 지하 141,051-678-6106,2019-05-20,B551542,부산교통공사
105,괴정역,S2601,부산도시철도 1호선,Goejeong,槐亭,일반역,,,35.099816,128.992144,부산교통공사,부산광역시 사하구 낙동대로 지하 221,051-678-6105,2019-05-20,B551542,부산교통공사
104,사하역,S2601,부산도시철도 1호선,Saha,沙下,일반역,,,35.099847,128.983100,부산교통공사,부산광역시 사하구 낙동대로 지하 309,051-678-6104,2019-05-20,B551542,부산교통공사
103,당리역,S2601,부산도시철도 1호선,Dangni,堂里,일반역,,,35.103532,128.973846,부산교통공사,부산광역시 사하구 낙동대로 지하 405,051-678-6103,2019-05-20,B551542,부산교통공사
102,하단역,S2601,부산도시철도 1호선,Hadan,下端,일반역,,,35.106180,128.966803,부산교통공사,부산광역시 사하구 낙동남로 지하 1415,051-678-6102,2019-05-20,B551542,부산교통공사
101,신평역,S2601,부산도시철도 1호선,Sinpyeong,新平,일반역,,,35.095179,128.960564,부산교통공사,부산광역시 사하구 하신번영로 140,051-678-6101,2019-05-20,B551542,부산교통공사
100,동매역,S2601,부산도시철도 1호선,Dongmae,東 山,일반역,,,35.048621,128.965908,부산교통공사,부산광역시 사하구 신산로 지하 168,051-618-6100,2019-05-20,B551542,부산교통공사
99,장림역,S2601,부산도시철도 1호선,Jangnim,長林,일반역,,,35.057419,128.971279,부산교통공사,부산광역시 사하구 다대로 지하 230,051-618-6199,2019-05-20,B551542,부산교통공사
98,신장림역,S2601,부산도시철도 1호선,Sinjangnim,新長林,일반역,,,35.065265,128.979873,부산교통공사,부산광역시 사하구 다대로 지하 310,051-678-6198,2019-05-20,B551542,부산교통공사
97,낫개역,S2601,부산도시철도 1호선,Natgae,羅 浦,일반역,,,35.074433,128.977041,부산교통공사,부산광역시 사하구 다대로 지하 422,051-678-6197,2019-05-20,B551542,부산교통공사
96,다대포항역,S2601,부산도시철도 1호선,Dadaepo Harbor,多大浦港,일반역,,,35.081631,128.977636,부산교통공사,부산광역시 사하구 다대로 지하 548,051-678-6196,2019-05-20,B551542,부산교통공사
95,다대포해수욕장,S2601,부산도시철도 1호선,Dadaepo Beach,多大浦海水浴場,일반역,,,35.089951,128.973971,부산교통공사,부산광역시 사하구 다대로 지하 692,051-678-6195,2019-05-20,B551542,부산교통공사
0150,서울역,S1101,서울 도시철도 1호선,Seoul Station,首爾站,환승역,S1104+I4107,서울 도시철도 4호선+경의중앙선,37.55575305,126.9724563,서울교통공사,서울특별시 중구 세종대로 지하 2 (남대문로 5가),02-6110-1331,2021-04-09,B553766,서울교통공사
0151,시청,S1101,서울 도시철도 1호선,City Hall,市廳,환승역,S1102,서울 도시철도 2호선,37.56471664,126.9767513,서울교통공사,서울특별시 중구 세종대로 지하 101 (정동),02-6110-1321,2021-04-09,B553766,서울교통공사
0152,종각,S1101,서울 도시철도 1호선,Jonggak,鐘閣,일반역,,,37.57020349,126.9829483,서울교통공사,서울특별시 종로구 종로 지하 55 (종로1가),02-6110-1311,2021-04-09,B553766,서울교통공사
0153,종로3가,S1101,서울 도시철도 1호선,Jongno 3(sam)-ga,鍾路三街,환승역,S1103+S1105,서울 도시철도 3호선+서울 도시철도 5호선,37.57139366,126.9914115,서울교통공사,서울특별시 종로구 종로 지하 129 (종로3가),02-6110-1301,2021-04-09,B553766,서울교통공사
0154,종로5가,S1101,서울 도시철도 1호선,Jongno 5(o)-ga,鐘路五街,일반역,,,37.57100685,127.001799,서울교통공사,서울특별시 종로구 종로 지하 216  (종로5가),02-6110-1291,2021-04-09,B553766,서울교통공사
116,부산원동역,k0211,동해선,Busanwondong,釜山院洞,일반역,,,35.362703,128.920499,한국철도공사,부산시 동래구 안락동 52-2,1544-7788,2020-12-31,B551457,한국철도공사
336,임진강역,k0203,경의중앙선,Imjingang,臨津江,일반역,,,37.888364,126.746777,한국철도공사,경기도 파주시 문산읍 임진각로 115(문산읍),1544-7788,2020-12-31,B551457,한국철도공사
313,서울역(경의선),k0203,경의중앙선,Seoul station,,환승역,,경의/1/4,37.554713,126.970787,한국철도공사,서울시 용산구 한강대로 405,1544-7788,2020-12-31,B551457,한국철도공사
314,신촌역,k0203,경의중앙선,Sinchon,新 村,일반역,,,37.559768,126.942308,한국철도공사,서울특별시 서대문구 대현동 74-12,1544-7788,2020-12-31,B551457,한국철도공사
315,가좌역,k0203,경의중앙선,Gajwa,加 佐,환승역,,,37.568611,126.914841,한국철도공사,서울시 서대문구 수색로 27(남가좌동),1544-7788,2020-12-31,B551457,한국철도공사
311,효창공원앞역,k2031,경의중앙선,hyochang park,孝昌公圓앞,환승역,,경의중앙/6,37.539289,126.961339,한국철도공사,서울시 용산구 용문동 5-133,1544-7788,2020-12-31,B551457,한국철도공사
312,공덕역,k0203,경의중앙선,Gongdeok,孔德,환승역,,5/6/경의중앙,37.542611,126.952134,한국철도공사,서울시 마포구 공덕동 마포대로 자하100,1544-7788,2020-12-31,B551457,한국철도공사
313,서강대역,k0203,경의중앙선,Sogang Univ,西江大,일반역,,,37.552132,126.935389,한국철도공사,서울시 마포구 서강로 지하118,1544-7788,2020-12-31,B551457,한국철도공사
314,홍대입구역,k2031,경의중앙선,Hongik Univ.,弘大入口,환승역,,2/공항/경의중앙,37.558080,126.925533,한국철도공사,서울시 마포구 양화로 지하 188,1544-7788,2020-12-31,B551457,한국철도공사
316,디지털미디어시티역,k0203,경의중앙선,Digital Media City,디지털미디어시티,환승역,,6/공항/경의중앙,37.577964,126.900421,한국철도공사,서울시 은평구 수색로 193(수색동 37-2),1544-7788,2020-12-31,B551457,한국철도공사
317,수색역,k0203,경의중앙선,Susaek,水 色,일반역,,,37.580855,126.895681,한국철도공사,서울시 은평구 수색로 261-1,1544-7788,2020-12-31,B551457,한국철도공사
318,화전역,k0203,경의중앙선,Hwajeon,花 田,일반역,,,37.637837,126.832503,한국철도공사,경기도 고양시 덕양구 화랑로 53(화전동 183-10),1544-7788,2020-12-31,B551457,한국철도공사
319,강매역,k0203,경의중앙선,Gangmae,江 梅,일반역,,,37.612596,126.845437,한국철도공사,경기도 고양시 덕양구 행신동 108-5,1544-7788,2020-12-31,B551457,한국철도공사
320,행신역,k0203,경의중앙선,Haengsin,幸 信,일반역,,,37.612125,126.834063,한국철도공사,경기도 고양시 덕양구 행신동 충경로 124번지(행신2동 812),1544-7788,2020-12-31,B551457,한국철도공사
321,능곡역,k0203,경의중앙선,Neunggok,陵 谷,일반역,,,37.618741,126.820845,한국철도공사,경기도 고양시 덕양구 토당로 35(토당동 454-3),1544-7788,2020-12-31,B551457,한국철도공사
323,곡산역,k0203,경의중앙선,Goksan,谷 山,일반역,,,37.645729,126.801877,한국철도공사,경기도 고양시 일산동구 경의로 160(백석동),1544-7788,2020-12-31,B551457,한국철도공사
324,백마역,k0203,경의중앙선,Baengma,白 馬,일반역,,,37.658346,126.794401,한국철도공사,경기도 고양시 일산동구 경의로 318(풍동 482-8),1544-7788,2020-12-31,B551457,한국철도공사
325,풍산역,k0203,경의중앙선,Pungsan,楓山,일반역,,,37.672173,126.786355,한국철도공사,경기도 고양시 일산동구 경의로 486(풍동),1544-7788,2020-12-31,B551457,한국철도공사
326,일산역,k0203,경의중앙선,Ilsan,一 山,일반역,,,37.682231,126.769521,한국철도공사,경기도 고양시 일산서구 경의로 672,1544-7788,2020-12-31,B551457,한국철도공사
327,탄현역,k0203,경의중앙선,Tanhyeon,炭 峴,일반역,,,37.694114,126.761075,한국철도공사,경기도 고양시 일산서구 경의로 856(덕이동),1544-7788,2020-12-31,B551457,한국철도공사
328,야당역,k0203,경의중앙선,Yadang,野?,일반역,,,37.712749,126.761535,한국철도공사,경기도 파주시 야당동 836번지,1544-7788,2020-12-31,B551457,한국철도공사
116,왕십리역,k0205,경의중앙선,Wangsimni,往十里,환승역,k0205+k0304,경의중앙/분당/2/5,37.561128,127.035505,한국철도공사,서울시 성동구 왕십리 광장로 17(행당동),1544-7788,2020-12-31,B551457,한국철도공사
117,청량리역,k0205,경의중앙선,Cheongnyangni,淸凉里,환승역,k0205+k0210,경원/경춘/1,37.580543,127.046516,한국철도공사,서울시 동대문구 왕산로 214,1544-7788,2020-12-31,B551457,한국철도공사
123,회기역,k0205,경원선,Hoegi,回 基,환승역,k0205+k0210,경의중앙/경춘/1,37.589802,127.057936,한국철도공사,서울시 동대문구 회기로196(휘경동 317-101),1544-7788,2020-12-31,B551457,한국철도공사
122,외대앞역,k0205,경원선,Hankuk Univ. of Foreign Studies,外大앞,일반역,,,37.596157,127.063572,한국철도공사,서울시 동대문구 휘경로 27(이문동 360-5),1544-7788,2020-12-31,B551457,한국철도공사
121,신이문역,k0205,경원선,Sinimun,新里門,일반역,,,37.601829,127.067347,한국철도공사,서울시 동대문구 한천로 472(이문로 7),1544-7788,2020-12-31,B551457,한국철도공사
120,석계역,k0205,경원선,Seokgye,石 溪,환승역,,경원/6,37.615206,127.065594,한국철도공사,서울시 노원구 화랑로 314(월계동 36-4),1544-7788,2020-12-31,B551457,한국철도공사
119,광운대역,k0205,경원선,Kwangwoon Univ.,城 北,환승역,,경춘/1,37.623635,127.061975,한국철도공사,서울시 노원구 석계로 98-2(광운대역),1544-7788,2020-12-31,B551457,한국철도공사
118,월계역,k0205,경원선,Wolgye,月 溪,일반역,,,37.633114,127.058835,한국철도공사,서울시 노원구 월계로 53길 40(월계2동 261),1544-7788,2020-12-31,B551457,한국철도공사
117,녹천역,k0205,경원선,Nokcheon,鹿 川,일반역,,,37.644599,127.051406,한국철도공사,서울시 도봉구 덕릉로 376(창동),1544-7788,2020-12-31,B551457,한국철도공사
116,창동역,k0205,경원선,Chang-dong,倉 洞,환승역,,경원/4,37.653181,127.047663,한국철도공사,서울시 도봉구 마들로 11길 77(창1동 135-86),1544-7788,2020-12-31,B551457,한국철도공사
115,방학역,k0205,경원선,Banghak,放 鶴,일반역,,,37.667471,127.044295,한국철도공사,서울시 도봉구 도봉로 150다길 3,1544-7788,2020-12-31,B551457,한국철도공사
114,도봉역,k0205,경원선,Dobong,道 峰,일반역,,,37.679441,127.045521,한국철도공사,서울시 도봉구 도봉로 170길 2,1544-7788,2020-12-31,B551457,한국철도공사
113,도봉산역,k0205,경원선,Dobongsan,道峰山,환승역,,경원/7,37.689603,127.046347,한국철도공사,서울시 도봉구 도봉로 964-33,1544-7788,2020-12-31,B551457,한국철도공사
112,망월사역,k0205,경원선,Mangwolsa,望月寺,일반역,,,37.710499,127.047361,한국철도공사,경기도 의정부시 회룡로 111(호원동),1544-7788,2020-12-31,B551457,한국철도공사
111,회룡역,k0205,경원선,Hoeryong,回 龍,환승역,,경원/경전철,37.724037,127.047319,한국철도공사,경기도 의정부시 평화로 363,1544-7788,2020-12-31,B551457,한국철도공사
110,의정부역,k0205,경원선,Uijeongbu,議政府,일반역,,,37.738730,127.045891,한국철도공사,경기도 의정부시 평화로 525,1544-7788,2020-12-31,B551457,한국철도공사
109,가능역,k0205,경원선,Ganeung,佳 陵,일반역,,,37.748362,127.044251,한국철도공사,경기도 의정부시 평화로 633,1544-7788,2020-12-31,B551457,한국철도공사
108,녹양역,k0205,경원선,Nogyang,綠 楊,일반역,,,37.759416,127.042272,한국철도공사,경기도 의정부시 평화로 757(녹양동 973),1544-7788,2020-12-31,B551457,한국철도공사
107,양주역,k0205,경원선,Yangju,楊 州,일반역,,,37.774281,127.044719,한국철도공사,경기도 양주시 평화로 919(남방동 94-1),1544-7788,2020-12-31,B551457,한국철도공사
106,덕계역,k0205,경원선,Deokgye,德 溪,일반역,,,37.818761,127.056676,한국철도공사,경기도 양주시 고덕로 139번길 317번지,1544-7788,2020-12-31,B551457,한국철도공사
105,덕정역,k0205,경원선,Deokjeong,德 亭,일반역,,,37.843216,127.061511,한국철도공사,경기도 양주시 화합로 1356,1544-7788,2020-12-31,B551457,한국철도공사
104,지행역,k0205,경원선,Jihaeng,紙 杏,일반역,,,37.892361,127.055734,한국철도공사,경기도 동두천시 평화로 2285(지행동),1544-7788,2020-12-31,B551457,한국철도공사
103,동두천중앙역,k0205,경원선,Dongducheon jungang,東豆川中央,일반역,,,37.901818,127.056528,한국철도공사,경기도 동두천시 동두천로 228(생연동 682),1544-7788,2020-12-31,B551457,한국철도공사
102,보산역,k0205,경원선,Bosan,保 山,일반역,,,37.914268,127.057134,한국철도공사,경기도 동두천시 평화로 2539(보산동),1544-7788,2020-12-31,B551457,한국철도공사
