연도,학교급,학교세부유형,고등학교유형,시도,행정구,교육지원청,학교명,본분교,학교상태,설립,남녀공학,우편번호,도로명주소,연락처,팩스번호,홈페이지
2020,유치원,유치원,,서울,동대문구,동부,서울장평초등학교병설유치원,본교,기존(원)교,공립,,025-23 ,서울특별시 동대문구 답십리로69길 27 (장안동.서울장평초등학교),02-2213-3086,02-2213-3088,http://www.jangpyung.kg.kr
2020,유치원,유치원,,서울,동대문구,동부,서울전동초등학교병설유치원,본교,기존(원)교,공립,,025-08 ,서울특별시 동대문구 전농로16길 61 . 서울전동초등학교병설유치원 (전농동),02-2214-1528,02-2245-9539,http://www.jeon-dong.kg.kr
2020,유치원,유치원,,서울,동대문구,동부,서울홍파초등학교병설유치원,본교,기존(원)교,공립,,024-79 ,서울특별시 동대문구 고산자로 518 . 서울홍파초등학교병설유치원 (제기동),02-966-3568,02-966-3569,http://www.hongpa.es.kr
2020,유치원,유치원,,서울,동대문구,동부,서울휘경유치원,본교,기존(원)교,공립,,024-95 ,서울특별시 동대문구 망우로6길 48 (휘경동),02-2242-0356,02-2242-0357,http://www.hwykyung.kg.kr
2020,유치원,유치원,,서울,동대문구,동부,서울휘봉초등학교병설유치원,본교,기존(원)교,공립,,025-11 ,서울특별시 동대문구 장안벚꽃로 309 (휘경동) 서울휘봉초등학교 병설유치원,02-2248-4653,02-2248-4642,http://www.hwibong.es.kr
2020,유치원,유치원,,서울,동대문구,동부,세하유치원,본교,기존(원)교,사립,,026-38 ,서울특별시 동대문구 장안벚꽃로 107 (장안동. 장안현대홈타운),02-2213-1382,02-2213-1355,https://sehakid.happyihome.com
2020,유치원,유치원,,서울,동대문구,동부,소화유치원,본교,기존(원)교,사립,,024-76 ,서울특별시 동대문구 약령시로 45 (제기동),02-921-0136,02-953-0136,http://
2020,유치원,유치원,,서울,동대문구,동부,신동아유치원,본교,기존(원)교,사립,,025-88 ,서울특별시 동대문구 무학로26길 30 . 신동아유치원 (용두동. 신동아아파트),02-921-3361,02-921-0307,http://
2020,유치원,유치원,,서울,동대문구,동부,아이비유치원,본교,기존(원)교,사립,,025-12 ,서울특별시 동대문구 한천로 246 (휘경동. 주공아파트),02-2213-1508,02-2213-1559,http://cafe.naver.com/02ivykdg
2020,유치원,유치원,,서울,동대문구,동부,예일유치원,본교,기존(원)교,사립,,025-33 ,서울특별시 동대문구 사가정로 190 (전농동),02-2215-0084,02-2216-0084,
2020,유치원,유치원,,서울,동대문구,동부,자람유치원,본교,휴(원)교,사립,,024-67 ,서울특별시 동대문구 고산자로 534 . 자람유치원 (제기동. 한신아파트),02-3295-3467,02-3295-3467,
2020,유치원,유치원,,서울,동대문구,동부,정원유치원,본교,기존(원)교,사립,,025-19 ,서울특별시 동대문구 사가정로 276-19 (장안동),02-3390-9940,02-3390-9941,http://cafe.naver.com/jokindergarten
2020,유치원,유치원,,서울,동대문구,동부,젬마유치원,본교,기존(원)교,사립,,024-43 ,서울특별시 동대문구 이문로12길 20 (이문동),02-957-8166,02-959-8166,http://cafe.daum.net/ilovegemma
2020,유치원,유치원,,서울,동대문구,동부,푸른솔유치원,본교,기존(원)교,사립,,025-36 ,서울특별시 동대문구 전농로10길 20. 단지내 푸른솔유치원 (답십리동. 답십리청솔우성아파트),02-2243-3553,02-2243-3563,http://www.purunsol.kg.kr
2020,유치원,유치원,,서울,동대문구,동부,한양유치원,본교,폐(원)교,사립,,026-08 ,서울특별시 동대문구 답십리로 184 (답십리동. 동서울한양아파트),02-2249-6001,02-2242-8670,
2020,유치원,유치원,,서울,동대문구,동부,홍릉유치원,본교,폐(원)교,사립,,024-68 ,서울특별시 동대문구 홍릉로29길 17 . (청량리동) (청량리동. 홍릉유치원),02-965-4376,02-969-9454,
2020,유치원,유치원,,서울,중랑구,동부,누리에유치원,본교,기존(원)교,사립,,021-33 ,서울특별시 중랑구 중랑천로 20 (면목동). 누리에유치원,02-437-1201,02-437-1203,http://cafe.naver.com/nuriekindergarten
2020,유치원,유치원,,서울,중랑구,동부,동국유치원,본교,기존(원)교,사립,,022-57 ,서울특별시 중랑구 용마산로 250 (면목동),02-436-1035,02-436-1035,http://
2020,유치원,유치원,,서울,중랑구,동부,동성유치원,본교,기존(원)교,사립,,020-54 ,서울특별시 중랑구 신내로 110 (신내동. 동성아파트),02-434-2690,02-435-2690,http://
2020,유치원,유치원,,서울,중랑구,동부,동일유치원,본교,기존(원)교,사립,,022-40 ,서울특별시 중랑구 면목로35길 21 (면목동),02-432-2949,02-432-2947,http://www.동일유치원.kr
2020,유치원,유치원,,서울,중랑구,동부,로뎅유치원,본교,기존(원)교,사립,,020-89 ,서울특별시 중랑구 봉화산로 90 (중화동. 동림중화빌딩),02-491-2114,02-439-9094,http://www.rodinkinder.com/
2020,유치원,유치원,,서울,중랑구,동부,미광유치원,본교,기존(원)교,사립,,021-67 ,서울특별시 중랑구 용마산로115나길 7 (망우동),02-493-4874,02-492-0046,http://cafe.daum.net/chris625
2020,유치원,유치원,,서울,중랑구,동부,미림유치원,본교,기존(원)교,사립,,020-32 ,서울특별시 중랑구 공릉로 65 (묵동),02-974-5300,02-974-5400,http://cafe.naver.com/mirimkids
2020,유치원,유치원,,서울,중랑구,동부,봄내유치원,본교,기존(원)교,사립,,022-17 ,서울특별시 중랑구 면목로61길 50 . 봄내유치원 (면목동. 봄내유치원),02-438-9711,02-2208-6528,http://bomnae.kidis.co.kr
2020,유치원,유치원,,서울,중랑구,동부,새샛별유치원,본교,폐(원)교,사립,,021-77 ,서울특별시 중랑구 망우로 458 (망우동. 새샛별유치원),02-433-3668,02-2208-6640,http://cafe.daum.net/star433-3668
2020,유치원,유치원,,서울,중랑구,동부,새아랑유치원,본교,기존(원)교,사립,,020-26 ,서울특별시 중랑구 신내로 151 (신내동),02-3421-8411,02-3421-8413,http://없음
2020,유치원,유치원,,서울,중랑구,동부,색동유치원,본교,기존(원)교,사립,,021-29 ,서울특별시 중랑구 동일로109길 31 (면목동),02-435-2714,02-435-2714,
2020,유치원,유치원,,서울,중랑구,동부,서안유치원,본교,기존(원)교,사립,,020-47 ,서울특별시 중랑구 동일로140길 15 (중화동. 서안유치원),02-435-9413,02-437-3707,
2020,유치원,유치원,,서울,중랑구,동부,서울동원초등학교병설유치원,본교,기존(원)교,공립,,020-61 ,서울특별시 중랑구 송림길 114 (망우동.동원초등학교) 서울동원초등학교병설유치원,02-438-3288,02-438-3146,http://www.dongwonkid.kg.kr
2020,유치원,유치원,,서울,중랑구,동부,서울면동초등학교병설유치원,본교,기존(원)교,공립,,022-20 ,서울특별시 중랑구 면목로57길 32 . 서울면동초등학교병설유치원 (면목동.면동초등학교),02-496-7922,02-496-7923,http://myeondong.es.kr
2020,유치원,유치원,,서울,중랑구,동부,서울면목초등학교병설유치원,본교,기존(원)교,공립,,021-60 ,서울특별시 중랑구 면목로 434 서울면목초등학교병설유치원(면목동),02-2209-4341,02-2209-4342,http://myeonmok.sen.es.kr
2020,유치원,유치원,,서울,중랑구,동부,서울면북초등학교병설유치원,본교,기존(원)교,공립,,021-80 ,서울특별시 중랑구 용마공원로5길 32 (망우동. 서울면북초등학교),02-433-3296,02-433-3297,http://www.myeonbuk.es.kr
2020,유치원,유치원,,서울,중랑구,동부,서울묵현초등학교병설유치원,본교,기존(원)교,공립,,020-08 ,서울특별시 중랑구 동일로157길 75 (묵동.묵현초등학교),02-977-9105,02-977-9106,http://www.mh.es.kr
2020,유치원,유치원,,서울,중랑구,동부,서울새솔유치원,본교,기존(원)교,공립,,022-63 ,서울특별시 중랑구 신내역로1길 136 (신내동),02-3422-1331,02-3422-3210,http://서울새솔유치원.kr
2020,유치원,유치원,,서울,중랑구,동부,서울중곡초등학교병설유치원,본교,기존(원)교,공립,,022-45 ,서울특별시 중랑구 면목로23길 20 . 중곡초등학교병설유치원 (면목동. 중곡초등학교),02-2209-1281,02-2209-4727,http://www.cg.kg.kr
2020,유치원,유치원,,서울,중랑구,동부,서울중랑초등학교병설유치원,본교,기존(원)교,공립,,021-32 ,서울특별시 중랑구 봉우재로6길 26 (면목동) 서울중랑초등학교병설유치원,02-439-3567,02-6235-0111,http://jungnang.sen.es.kr/
2020,유치원,유치원,,서울,중랑구,동부,서울중흥초등학교병설유치원,본교,기존(원)교,공립,,020-89 ,서울특별시 중랑구 봉화산로 82 (중화동)서울중흥초등학교병설유치원,02-495-8833,02-495-8998,http://jung-heung.sen.es.kr/136193/subMenu.do
2020,유치원,유치원,,서울,중랑구,동부,수산유치원,본교,기존(원)교,사립,,021-06 ,서울특별시 중랑구 중랑역로 35-1 (중화동.수산교회),02-433-1674,02-433-1674,http://수산유치원.kr
2020,유치원,유치원,,서울,중랑구,동부,신일유치원,본교,기존(원)교,사립,,022-12 ,서울특별시 중랑구 면목로44길 55 (면목동)466-24,02-493-7962,02-493-7962,http://cafe.naver.com/sinil7962
2020,유치원,유치원,,서울,중랑구,동부,아랑유치원,본교,폐(원)교,사립,,021-06 ,서울특별시 중랑구 중랑역로 47 . 2층 아랑유치원 (중화동. 아랑유치원),02-433-4976,02-433-4915,http://blog.naver.com/warang2017
2020,유치원,유치원,,서울,중랑구,동부,영은유치원,본교,기존(원)교,사립,,020-28 ,서울특별시 중랑구 신내로19길 42 . 6단지내 (신내동. 신내6단지신내아파트),02-3421-7557,02-3421-7599,http://young-eun.kg.kr
2020,유치원,유치원,,서울,중랑구,동부,예원유치원,본교,기존(원)교,사립,,020-76 ,서울특별시 중랑구 신내로 51 (신내동),02-492-3355,02-492-6626,http://www.yewonkids.co.kr
2020,유치원,유치원,,서울,중랑구,동부,윤경유치원,본교,기존(원)교,사립,,020-29 ,서울특별시 중랑구 숙선옹주로 91 (묵동. 신내아파트),02-3421-7184,02-3421-7113,http://
2020,유치원,유치원,,서울,중랑구,동부,은성유치원,본교,기존(원)교,사립,,020-95 ,서울특별시 중랑구 동일로 752 은성유치원 (중화동. 한신아파트 단지내),02-2208-6601,02-2208-6603,http://cafe.daum.net/eunsungkg
2020,유치원,유치원,,서울,중랑구,동부,이루니유치원,본교,기존(원)교,사립,,020-84 ,서울특별시 중랑구 신내로7다길 57 (상봉동.건영2차아파트),02-494-9094,02-432-7767,http://www.yiruni.com
2020,유치원,유치원,,서울,중랑구,동부,정암유치원,본교,기존(원)교,사립,,020-66 ,서울특별시 중랑구 용마산로118길 55 (망우동),02-2094-8401,02-435-2038,http://jungamkid.co.kr
2020,유치원,유치원,,서울,중랑구,동부,진달래유치원,본교,기존(원)교,사립,,020-91 ,서울특별시 중랑구 상봉중앙로1가길 13 . 진달래빌딩 (상봉동),02-434-7993,02-434-7994,http://없음
2020,유치원,유치원,,서울,성북구,성북·강북,개동유치원,본교,기존(원)교,사립,,027-50 ,서울특별시 성북구 보국문로 143 (정릉동.개동교회),02-915-5721,02-917-8758,https://cafe.naver.com/kaedongyuchiwon20
2020,유치원,유치원,,서울,성북구,성북·강북,광운유치원,본교,폐(원)교,사립,,027-63 ,서울특별시 성북구 장월로42길 9 . 광운유치원 (장위동),02-915-0903,02-915-4927,http://www.kouangwoon.or.kr
2020,유치원,유치원,,서울,성북구,성북·강북,나래유치원,본교,기존(원)교,사립,,027-24 ,서울특별시 성북구 삼양로 73 . 나래유치원 (길음동. 나래유치원),02-913-3654,02-912-3368,http://www.naraekids.com
2020,유치원,유치원,,서울,성북구,성북·강북,덕수유치원,본교,기존(원)교,사립,,028-79 ,서울특별시 성북구 성북로 127 (성북동),02-3675-5164,02-3675-5165,http://ducksoo-i.net
2020,유치원,유치원,,서울,성북구,성북·강북,동덕여자대학교부속유치원,본교,기존(원)교,사립,,027-48 ,서울특별시 성북구 장월로1가길 9 (상월곡동.동덕여대부속유치원),02-912-3031,02-919-4013,http://dongdukchild.co.kr/
2020,유치원,유치원,,서울,성북구,성북·강북,동선유치원,본교,기존(원)교,사립,,028-52 ,서울특별시 성북구 보문로 98 동선유치원 (보문동4가),02-926-3704,02-926-3704,http://dongsun.kids.co.kr
2020,유치원,유치원,,서울,성북구,성북·강북,두산효자유치원,본교,기존(원)교,사립,,027-80 ,서울특별시 성북구 화랑로48길 16 (석관동.두산아파트) 두산효자유치원,02-963-8334,02-963-8336,http://www.dshyoja.kidswon.com
2020,유치원,유치원,,서울,성북구,성북·강북,루이유치원,본교,기존(원)교,사립,,027-20 ,서울특별시 성북구 서경로6길 13 (길음동),02-919-5959,02-919-5956,http://www.lui.or.kr
2020,유치원,유치원,,서울,성북구,성북·강북,명덕유치원,본교,폐(원)교,사립,,027-26 ,서울특별시 성북구 삼양로 74 (길음동.명덕유치원),02-944-9389,02-945-4555,http://없음
2020,유치원,유치원,,서울,성북구,성북·강북,반디유치원,본교,기존(원)교,사립,,028-31 ,서울특별시 성북구 성북로4길 52 (돈암동. 한신아파트) 반디유치원,02-929-1228,02-928-1229,http://www.bandykindergarten.co.kr
2020,유치원,유치원,,서울,성북구,성북·강북,사랑유치원,본교,기존(원)교,사립,,027-97 ,서울특별시 성북구 월곡로7길 72 . 사랑유치원 (종암동),02-913-4114,02-919-8080,http://cafe.naver.com/sarangchildschool
2020,유치원,유치원,,서울,성북구,성북·강북,새삼선유치원,본교,기존(원)교,사립,,028-34 ,서울특별시 성북구 성북로6가길 28 새삼선유치원,02-745-9415,02-745-9416,http://
2020,유치원,유치원,,서울,성북구,성북·강북,새싹유치원,본교,기존(원)교,사립,,028-15 ,서울특별시 성북구 정릉로 282 (정릉동),02-914-6529,02-919-7962,http://www.saessakid.co.kr
2020,유치원,유치원,,서울,성북구,성북·강북,서울길원초등학교병설유치원,본교,기존(원)교,공립,,027-15 ,서울특별시 성북구 길음로 15길 55 (길음동.서울길원초등학교병설유치원),02-914-2410,02-914-2411,http://www.gilwon.es.kr
2020,유치원,유치원,,서울,성북구,성북·강북,서울길음유치원,본교,기존(원)교,공립,,027-23 ,서울특별시 성북구 길음로 142 (길음동.서울길음초등학교),02-918-9931,02-913-9930,http://gileum.net
2020,유치원,유치원,,서울,성북구,성북·강북,서울돈암초등학교병설유치원,본교,기존(원)교,공립,,028-30 ,서울특별시 성북구 동소문로13길 38 (동소문동6가.서울돈암초등학교),02-926-2357,02-926-2337,http://www.donam.es.kr
2020,유치원,유치원,,서울,성북구,성북·강북,서울동신초등학교병설유치원,본교,기존(원)교,공립,,028-74 ,서울특별시 성북구 보문사길 50 (보문동3가.서울동신초등학교),02-929-8475,02-929-8476,http://www.sdongsin.es.kr
